Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column
HORIZON HEALTH CARE IN,SD,DE SMET,"$1,052 ",$614 ,$0 ,POINT (-97.551199 44.387617)
NORTHWEST EMERGENCY PH,WA,RICHLAND,"$2,193 ","$1,382 ",$0 ,POINT (-119.273684 46.280452)
JACKSON PULMONARY,MS,JACKSON,$0 ,"$90,240 ",$0 ,POINT (-90.183488 32.302897)
SYNERGY RADIOLOGY ASSO,TX,HOUSTON,$76 ,$502 ,$0 ,POINT (-95.369506 29.760803)
BEAVERCREEK MEDICAL CE,OH,BEAVERCREEK,"$7,112 ","$21,081 ",$0 ,POINT (-84.065876 39.73277)
EAST TEXAS FAMILY MEDI,TX,PALESTINE,$628 ,$359 ,$0 ,POINT (-95.631432 31.761701)
MADISON CORE LABORATOR,AL,MADISON,"$1,066,742 ","$5,203 ",$0 ,POINT (-86.750908 34.706763)
SEA MAR COMMUNITY HEAL,WA,ABERDEEN,"$50,988 ","$13,315 ",$0 ,POINT (-123.81551699999999 46.97551)
FLORIDA HOSPITAL PHYSI,FL,OCALA,$75 ,$0 ,$0 ,POINT (-82.137789 29.189311000000004)
MERCY PHYSICIAN SERVIC,IA,MONTICELLO,$71 ,$0 ,$0 ,POINT (-91.187215 42.238124)
CENTRIC PHYSICIANS GRO,TX,SAN ANTONIO,$221 ,$0 ,$0 ,POINT (-98.494599 29.425172999999997)
RAHWAY EMERGENCY MEDIC,NJ,RAHWAY,"$13,639 ","$5,078 ",$0 ,POINT (-74.277505 40.606013)
WILSON N JONES REGIONA,TX,SHERMAN,$0 ,"$160,461 ",$0 ,POINT (-96.60901700000001 33.63559)
ALICE LAZARESCU,TX,PLANO,$0 ,"$1,018 ",$0 ,POINT (-96.697586 33.019695)
CITY OF FREEPORT,IL,FREEPORT,$0 ,"$5,489 ",$0 ,POINT (-89.631818 42.290254)
IVINSON MEMORIAL HOSPI,WY,LARAMIE,"$35,698 ","$264,876 ",$0 ,POINT (-105.593606 41.311026)
TRIHEALTH,OH,CINCINNATI,"$1,240 ","$54,978 ",$0 ,POINT (-84.513808 39.104427)
6 PALO ALTO MEDICAL FO,CA,CASTRO VALLEY,"$3,338 ","$5,061 ",$0 ,POINT (-122.07395600000001 37.698547)
HENDERSONVILLE MEDICAL,TN,HENDERSONVILLE,"$210,522 ","$505,387 ",$0 ,POINT (-86.624418 36.303899)
DOCTORS CARE PA,SC,MONCKS CORNER,"$5,943 ","$2,011 ",$0 ,POINT (-80.010346 33.194788)
RENAL ASSOCIATES,TX,SAN ANTONIO,$0 ,"$8,277 ",$0 ,POINT (-98.494599 29.425172999999997)
ST MARY MEDICAL CENTER,CA,APPLE VALLEY,"$77,017 ","$268,124 ",$0 ,POINT (-117.21683900000001 34.524024)
VANDERBILT UNIVERSITY,TN,COOKEVILLE,$115 ,$0 ,$0 ,POINT (-85.501014 36.156589)
BATES COUNTY MEMORIAL,MO,RICH HILL,"$6,091 ",$337 ,$0 ,POINT (-94.36654900000002 38.097544)
CHRISTUS PHYSICIAN GRO,TX,SAN ANTONIO,$112 ,"$1,003 ",$0 ,POINT (-98.494599 29.425172999999997)
ASCENSION GOOD SAMARIT,WI,MERRILL,"$3,986 ",$0 ,$0 ,POINT (-89.683156 45.180815)
SAN TAN FAMILY MEDICIN,AZ,GILBERT,"$3,318 ",$879 ,$0 ,POINT (-111.79034 33.330732)
MEMORIAL HEALTHCARE,MI,LAINGSBURG,"$1,041 ",$0 ,$0 ,POINT (-84.352095 42.890813)
MERCY HEALTH CLINIC LL,KY,BEATTYVILLE,$21 ,$0 ,$0 ,POINT (-83.70649600000002 37.571498)
CARDIOVASCULAR INSTITU,TX,HELOTES,$0 ,$555 ,$0 ,POINT (-98.689755 29.576603000000002)
NORTH VISTA HOSPITAL I,NV,NORTH LAS VEGAS,"$155,307 ","$540,845 ",$0 ,POINT (-115.116984 36.197539)
BRAHAM TAPARIA,GA,ROSWELL,$0 ,"$3,847 ",$0 ,POINT (-84.361671 34.021654)
CENTER FOR FAMILY HEAL,CA,MISSION HILLS,$421 ,$0 ,$0 ,POINT (-117.18609599999999 32.7528)
ACCESS MEDICAL CLINIC,AR,PERRYVILLE,$190 ,$0 ,$0 ,POINT (-92.800614 35.008136)
SYMPHONY MEDCIAL PC,NY,DOBBS FERRY,$0 ,"$2,329 ",$0 ,POINT (-73.872696 41.014257)
PROHEALTH CARE MEDICAL,WI,OCONOMOWOC,$45 ,$72 ,$0 ,POINT (-88.501179 43.111736)
TOWN PLAZA FAMILY PRAC,KS,SHAWNEE MISSION,$141 ,$0 ,$0 ,POINT (-94.624702 39.033298)
ST CLARE HOSPITAL,WA,LAKEWOOD,"$63,177 ","$43,816 ",$0 ,POINT (-122.52059999999999 47.161748)
LINCARE BILLING DEPT,CT,MIDDLEBURY,$0 ,$249 ,$0 ,POINT (-73.127625 41.529492)
ROBESON HEALTH CARE CO,NC,FAIRMONT,"$9,235 ","$1,119 ",$0 ,POINT (-79.11428 34.496396)
ANDERSON REGIONAL MEDI,MS,MERIDIAN,"$96,544 ","$302,641 ",$0 ,POINT (-88.702527 32.365044)
GRACE CLINIC OF LUBBOC,TX,LUBBOCK,"$7,046 ","$4,960 ",$0 ,POINT (-101.855113 33.583578)
ORANGE COAST MEMORIAL,CA,FOUNTAIN VALLEY,"$1,894 ","$2,222 ",$0 ,POINT (-117.951323 33.708975)
ASIAN AMERICAN HEALTH,TX,HOUSTON,"$27,229 ","$6,457 ",$0 ,POINT (-95.369506 29.760803)
FAMILY HEALTH CARE OF,OH,VAN WERT,"$3,790 ",$731 ,$0 ,POINT (-84.57814 40.86964)
ST MARYS MEDICAL GROUP,IN,EVANSVILLE,$36 ,$0 ,$0 ,POINT (-87.569907 37.975708)
INFECTIOUS DISEASE SPE,WI,WAUKESHA,$0 ,$610 ,$0 ,POINT (-88.235085 43.012805)
MERCY HOSPITAL OF BUFF,NY,BUFFALO,$200 ,$100 ,$0 ,POINT (-78.879374 42.887691)
STEWARD EMERGENCY PHYS,MA,BRIGHTON,"$7,061 ","$1,049 ",$0 ,POINT (-71.156898 42.349998)
MAGIS EMERGENCY MEDICI,OH,CLEVELAND,"$6,685 ","$6,458 ",$0 ,POINT (-81.6915 41.505546)
INFECTIOUS DISEASE CON,FL,ALTAMONTE SPRINGS,$0 ,"$274,978 ",$0 ,POINT (-81.390362 28.670401)
CAN EMERGENCY PHYSICIA,CA,TUSTIN,"$1,429 ","$1,149 ",$0 ,POINT (-117.81880500000001 33.742072)
WHC PHYSICIAN GROUP LL,DC,WASHINGTON,"$24,701 ","$156,916 ",$0 ,POINT (-77.019912 38.892062)
EXCELCARE ALLIANCE LLC,NJ,VINELAND,$0 ,"$7,629 ",$0 ,POINT (-75.02578 39.48618)
WILCOX MEMORIAL HOSPIT,HI,LIHUE,"$15,642 ",$0 ,$0 ,POINT (-159.357964 21.967581)
AAMC COMMUNITY CLINICS,MD,ANNAPOLIS,$0 ,"$4,211 ",$0 ,POINT (-76.495683 38.97829)
NORTHWEST RADIOLOGY NE,IN,NOBLESVILLE,$304 ,$38 ,$0 ,POINT (-86.012241 40.045604)
CLINICAL CARE ASSOCIAT,PA,PHILADELPHIA,$677 ,"$8,411 ",$0 ,POINT (-75.16562 39.951061)
TENNESSEE RIVER PHYSIC,TN,CHATTANOOGA,"$235,604 ","$36,614 ",$0 ,POINT (-85.308287 35.045756)
NYPMG QUEENS,NY,FRESH MEADOWS,"$5,833 ","$7,667 ",$0 ,POINT (-73.93 41.368099)
UCLA DEPARTMENT OF MED,CA,ENCINO,$23 ,$680 ,$0 ,POINT (-118.50029799999999 34.159199)
SUTTER MEDICAL FOUNDAT,CA,TURLOCK,"$2,050 ",$53 ,$0 ,POINT (-120.84898399999999 37.492749)
MERCY HOSPITAL LEBANON,MO,LEBANON,"$132,214 ","$157,626 ",$0 ,POINT (-92.664006 37.675429)
CAPITAL REGIONAL CARDI,FL,TALLAHASSEE,$0 ,"$1,663 ",$0 ,POINT (-84.278328 30.440741)
IMLAY CITY FAMILY PRAC,MI,IMLAY CITY,$639 ,$89 ,$0 ,POINT (-83.07739 43.024417)
AMBASSADOR EMERGENCY G,LA,LAFAYETTE,"$2,391 ","$1,792 ",$0 ,POINT (-92.018773 30.221260000000004)
BILOXI HMA PHYSICIANS,MS,DIBERVILLE,$0 ,$61 ,$0 ,POINT (-88.891436 30.434604999999998)
FRIENDLY NEIGHBORHOOD,TX,HARLINGEN,$118 ,$0 ,$0 ,POINT (-97.696108 26.190649)
ST JOHN HOSPITAL AND M,MI,DETROIT,$18 ,$27 ,$0 ,POINT (-83.047853 42.332916)
UPSTATE CAROLINA RADIO,SC,SPARTANBURG,"$2,330 ","$9,221 ",$0 ,POINT (-81.934664 34.947914)
MEADOWS REGIONAL MEDIC,GA,VIDALIA,"$115,179 ","$528,341 ",$0 ,POINT (-82.412445 32.218842)
FIRST CHOICE PHYSICIAN,CA,PALM SPRINGS,$173 ,"$54,828 ",$0 ,POINT (-116.54684299999998 33.830302)
OCEAN PULMONARY ASSOCI,NJ,TOMS RIVER,$0 ,"$7,561 ",$0 ,POINT (-74.198149 39.95339400000001)
ILIULIUK FAMILY AND HE,AK,UNALASKA,$460 ,$0 ,$0 ,POINT (-166.529932 53.874687)
JMG SPECIALTY PHYSICIA,FL,MIAMI,$9 ,"$4,178 ",$0 ,POINT (-80.194702 25.775084)
INNIS COMMUNITY HEALTH,LA,NEW ROADS,"$1,072 ",$351 ,$0 ,POINT (-91.439076 30.694005)
HOSPITALIST MEDICINE P,VA,WOODBRIDGE,$0 ,"$32,233 ",$0 ,POINT (-77.245654 38.663462)
UNIVERSITY PRIMARY CAR,OH,PAINESVILLE,$0 ,$26 ,$0 ,POINT (-81.245167 41.724109)
PARKTREE COMMUNITY HEA,CA,ONTARIO,$421 ,$0 ,$0 ,POINT (-117.651187 34.063341)
THUNDERMIST HEALTH CEN,RI,WEST WARWICK,"$32,821 ","$1,335 ",$0 ,POINT (-71.522488 41.707447)
ESSENTIA HEALTH SANDST,MN,MINNEAPOLIS,$116 ,$0 ,$0 ,POINT (-93.264346 44.977479)
FAMILY HEALTHCARE ASSO,TX,COLLEYVILLE,"$1,181 ",$225 ,$0 ,POINT (-97.153892 32.883432)
ADVANTAGECARE PHYSICAN,NY,LAKE RONKONKOMA,$221 ,$56 ,$0 ,POINT (-73.109366 40.832796)
PHYSICIANS SERVICES CO,IL,NASHVILLE,$0 ,$960 ,$0 ,POINT (-89.382954 38.343712)
PULMONARY PHYSICIANS O,FL,AVENTURA,$0 ,"$6,711 ",$0 ,POINT (-80.139787 25.957133)
INTEGRATED REHAB CONSU,IL,CHICAGO,$0 ,"$1,087 ",$0 ,POINT (-87.632398 41.88322900000001)
PHYSICIANS CLINIC INC,IA,COUNCIL BLUFFS,"$2,833 ","$2,444 ",$0 ,POINT (-95.85436 41.258963)
LOMPOC VALLEY MEDICAL,CA,LOMPOC,"$19,942 ","$39,620 ",$0 ,POINT (-120.457727 34.653385)
SSM MEDICAL GROUP INC,MO,LAKE SAINT LOUIS,$108 ,$0 ,$0 ,POINT (-90.791991 38.800964)
INPATIENT PHYSICIAN AS,NE,LINCOLN,$0 ,"$42,776 ",$0 ,POINT (-96.70261 40.813599)
FRANCISCAN PHYSICIAN N,IN,VALPARAISO,$65 ,$36 ,$0 ,POINT (-87.055372 41.478143)
THE SURGICAL GROUP OF,FL,MIAMI,$0 ,"$3,996 ",$0 ,POINT (-80.194702 25.775084)
VAN HOOK INPATIENT SER,MO,INDEPENDENCE,$0 ,"$3,194 ",$0 ,POINT (-94.412017 39.093659)
HENRY FORD HEALTH SYST,MI,WEST BLOOMFIELD,"$26,194 ","$229,858 ",$0 ,POINT (-83.360194 42.557562)
I D SPECIALISTS PA,TX,DALLAS,$0 ,"$55,170 ",$0 ,POINT (-96.796215 32.777977)
WILLIAMS MEDICAL GROUP,OK,ENID,"$296,944 ","$45,872 ",$0 ,POINT (-97.87832 36.393157)
PRIME HEALTHCARE SERVI,CA,MONTCLAIR,"$29,081 ","$59,849 ",$0 ,POINT (-117.693908 34.077674)
BREWSTER EMERGENCY MED,TX,ALPINE,"$2,277 ","$1,954 ",$0 ,POINT (-103.661328 30.357650000000003)
COASTAL MEDICAL ASSOCI,SC,HARDEEVILLE,"$128,874 ","$340,898 ",$0 ,POINT (-81.074333 32.281658)
ESCAMBIA COMMUNITY CLI,FL,PENSACOLA,"$27,282 ",$97 ,$0 ,POINT (-87.21757800000002 30.406931)
HEALTH QUEST MEDICAL P,NY,HIGHLAND,$753 ,$0 ,$0 ,POINT (-73.964749 41.718863)
ELITE HEART LUNG AND V,TX,SHENANDOAH,$0 ,"$17,688 ",$0 ,POINT (-95.458471 30.179104999999996)
MIDWEST HEART AND VASC,KS,OVERLAND PARK,$0 ,$37 ,$0 ,POINT (-94.683622 38.974799)
GALEN INPATIENT PHYSIC,CA,REEDLEY,$0 ,"$2,341 ",$0 ,POINT (-119.456221 36.597911)
ILIULIUK FAMILY AND HE,WA,SEATTLE,$345 ,$0 ,$0 ,POINT (-122.33028000000002 47.603229)
GEORGE REGIONAL HOSPIT,MS,LUCEDALE,"$32,237 ","$2,067 ",$0 ,POINT (-88.595879 30.924753999999997)
SSM CARDINAL GLENNON C,MO,SAINT LOUIS,"$18,647 ","$5,333 ",$0 ,POINT (-90.200309 38.630276)
HARESH SAWLANI MD,IL,CHICAGO,$0 ,"$4,654 ",$0 ,POINT (-87.632398 41.88322900000001)
RELIANCE HOSPITALISTS,MI,DETROIT,$0 ,$212 ,$0 ,POINT (-83.047853 42.332916)
INFECTIOUS DISEASE PHY,FL,DUNEDIN,$0 ,"$18,975 ",$0 ,POINT (-82.771634 28.026387)
CITY OF BARTLETT DBA B,TN,BARTLETT,$0 ,$454 ,$0 ,POINT (-89.868475 35.204893)
FAMILY MEDICINE AND RE,NC,GOLDSBORO,"$3,482 ",$0 ,$0 ,POINT (-77.999032 35.386634)
FRANCISCAN MEDICAL GRO,WA,SEATTLE,"$1,938 ",$83 ,$0 ,POINT (-122.33028000000002 47.603229)
FLORIDA HEALTH CARE LL,FL,THE VILLAGES,$0 ,"$4,430 ",$0 ,POINT (-81.959137 28.932808000000005)
PRIVIA MEDICAL GROUP O,GA,FAYETTEVILLE,$300 ,$207 ,$0 ,POINT (-84.455114 33.447755)
MEMORIAL HERMANN HOSPI,TX,PEARLAND,"$8,319 ","$3,568 ",$0 ,POINT (-95.286096 29.563689)
SURESH J ANTONY MD PA,TX,EL PASO,$0 ,"$168,531 ",$0 ,POINT (-106.492257 31.76006)
HOLSTON MEDICAL GROUP,TN,BRISTOL,$174 ,$0 ,$0 ,POINT (-82.185697 36.58453)
CIMPAR,IL,OAK PARK,$0 ,"$21,366 ",$0 ,POINT (-87.794492 41.88865)
IOWA PHYSICIANS CLINIC,IA,STEWART,$103 ,$22 ,$0 ,POINT (-94.312767 41.508566)
NUCH OF TEXAS,TX,CIBOLO,"$21,708 ",$993 ,$0 ,POINT (-98.23769 29.576651000000002)
FLOYD EMERGENCY MEDICI,IN,NEW ALBANY,"$6,674 ","$4,524 ",$0 ,POINT (-85.823002 38.28350700000001)
ST LUKES CLINIC TREASU,ID,MERIDIAN,$78 ,$0 ,$0 ,POINT (-116.391569 43.610115)
CROSSROADS URGENT CARE,TN,DAYTON,"$2,499 ",$459 ,$0 ,POINT (-85.014079 35.492798)
NORTH EAST MEDICAL SER,CA,SAN FRANCISCO,$336 ,$116 ,$0 ,POINT (-122.42016799999999 37.780080000000005)
ALABAMA REGIONAL MEDIC,AL,IRONDALE,"$1,449 ",$183 ,$0 ,POINT (-86.710163 33.536183)
PRIVATE DIAGNOSTIC CLI,NC,DURHAM,$101 ,"$2,779 ",$0 ,POINT (-78.899023 35.996948)
FLORIDA CLINICAL PRACT,FL,LEESBURG,$0 ,$150 ,$0 ,POINT (-81.881816 28.811191000000004)
CRITICAL CARE HAWAII,HI,HONOLULU,$0 ,"$6,248 ",$0 ,POINT (-157.858158 21.30992)
PAWNEE COUNTY MEMORIAL,NE,PAWNEE CITY,"$3,590 ",$211 ,$0 ,POINT (-96.150861 40.109404)
MEDICAL COLLEGE OF WIS,WI,MILWAUKEE,$370 ,$495 ,$0 ,POINT (-87.909421 43.041072)
SOUTH CENTRAL REGIONAL,MS,LAUREL,"$205,302 ","$333,151 ",$0 ,POINT (-89.12937 31.691551)
ROCKY MOUNTAIN HOLDING,NY,ALBANY,$0 ,"$693,697 ",$0 ,POINT (-73.755418 42.651242)
LEXINGTON MEDICAL CENT,SC,COLUMBIA,$0 ,$497 ,$0 ,POINT (-81.037094 34.009286)
LEHIGH VALLEY PHYSICIA,PA,ALLENTOWN,"$1,086 ","$1,226 ",$0 ,POINT (-75.469759 40.602753)
BLADEN MEDICAL ASSOCIA,NC,DUBLIN,$363 ,$62 ,$0 ,POINT (-78.719572 34.654527)
NORTHWEST MEDICAL CENT,MO,GRANT CITY,$182 ,$50 ,$0 ,POINT (-94.413377 40.486448)
COMPASS HEALTH INC,MO,BUTLER,$646 ,$105 ,$0 ,POINT (-94.343266 38.257943)
EMERGENCY PROFESSIONAL,AZ,PHOENIX,"$9,305 ","$23,634 ",$0 ,POINT (-112.072585 33.448204)
ALLIANCE MEDICAL GOUP,ID,BOISE,"$24,367 ","$5,619 ",$0 ,POINT (-116.20157900000001 43.615791)
CHI ST JOSEPH REGIONAL,TX,BRYAN,"$926,989 ","$1,460,918 ",$0 ,POINT (-96.370542 30.670524)
COASTAL CAROLINA CARE,NC,HAMPSTEAD,"$14,468 ",$62 ,$0 ,POINT (-77.71207600000001 34.366165)
ROBERT O FLORES MD INC,CA,SAN FERNANDO,$0 ,$246 ,$0 ,POINT (-118.44174400000001 34.282984)
SE EMERGENCY PHYSICIAN,VA,RICHLANDS,"$15,879 ","$2,759 ",$0 ,POINT (-81.800485 37.094154)
KODIAK COMMUNITY HEALT,AK,KODIAK,$71 ,$212 ,$0 ,POINT (-152.407034 57.789894)
CHARLESTON AREA MEDICA,WV,CROSS LANES,$87 ,$0 ,$0 ,POINT (-81.769512 38.431959)
BEACH CARE PLLC,FL,MIAMI BEACH,$0 ,"$44,629 ",$0 ,POINT (-80.13485200000001 25.792236)
FLETCHER ALLEN HEALTH,VT,BURLINGTON,"$162,542 ","$180,865 ",$0 ,POINT (-73.212481 44.475949)
MEMORIAL HERMANN MEDIC,TX,HOUSTON,$0 ,$659 ,$0 ,POINT (-95.369506 29.760803)
SCRIPPS CLINIC,CA,CHULA VISTA,$0 ,$71 ,$0 ,POINT (-117.084042 32.640071)
CAPITAL HEALTH MEDICAL,NJ,BORDENTOWN,$43 ,"$5,648 ",$0 ,POINT (-74.710251 40.14414)
PREMIER INTERNISTS OF,TX,DALLAS,$0 ,"$163,731 ",$0 ,POINT (-96.796215 32.777977)
MID FLORIDA HOSPITAL S,FL,SANFORD,$0 ,$355 ,$0 ,POINT (-81.273111 28.800795000000004)
KEOWEE PRIMARY CARE AN,SC,SENECA,"$4,906 ",$847 ,$0 ,POINT (-82.949834 34.685218)
THE BRENTWOOD REHAB AN,MA,DANVERS,$0 ,"$15,543 ",$0 ,POINT (-70.935673 42.565456000000005)
MEK MEDICAL STAFFING I,MD,TAKOMA PARK,$0 ,"$31,197 ",$0 ,POINT (-77.010337 38.981004)
EMERGENCY PHYSICIAN AS,PA,BRISTOL,$424 ,$0 ,$0 ,POINT (-74.858302 40.095744)
NORTHSIDE RADIOLOGY AS,GA,CANTON,$0 ,$445 ,$0 ,POINT (-84.493862 34.243248)
RICHLAND HOSPITAL,WI,RICHLAND CENTER,"$1,834 ",$22 ,$0 ,POINT (-90.381604 43.338184)
NORTH SHORE LIJ INTERN,NY,NEW HYDE PARK,$0 ,$328 ,$0 ,POINT (-73.688398 40.735251)
THE CHRIST HOSPITAL,OH,CINCINNATI,"$43,112 ","$206,709 ",$0 ,POINT (-84.513808 39.104427)
INFECTIOUS DISEASE PHY,FL,SAFETY HARBOR,$0 ,"$3,838 ",$0 ,POINT (-82.695021 28.005617)
LEGACY COMMUNITY HEALT,TX,HOUSTON,"$14,435 ","$10,768 ",$0 ,POINT (-95.369506 29.760803)
SOMERVILLE SURGICAL LL,MD,COLUMBIA,$0 ,"$2,104 ",$0 ,POINT (-76.869905 39.213641)
SUTTER SHARED SERVICES,CA,CASTRO VALLEY,"$4,659 ","$7,768 ",$0 ,POINT (-122.07395600000001 37.698547)
SHORE SPECIALTY CONSUL,NJ,SOMERS POINT,$0 ,"$3,568 ",$0 ,POINT (-74.596285 39.312717000000006)
MOUNT CARMEL OSU PHYSI,OH,LONDON,$98 ,$62 ,$0 ,POINT (-83.44062100000001 39.889837)
SAINT FRANCIS HEALTHCA,MO,CHARLESTON,$174 ,$0 ,$0 ,POINT (-89.350081 36.920928)
EMER PHYS SOUTHWEST PC,TN,ALCOA,"$1,229 ",$0 ,$0 ,POINT (-84.004108 35.788888)
IOWA SPECIALTY HOSPITA,IA,BOONE,$9 ,$9 ,$0 ,POINT (-93.879963 42.056575)
CITY OF LITTLEFIELD EM,TX,LITTLEFIELD,$0 ,"$9,568 ",$0 ,POINT (-102.324936 33.91628)
HUGGINS HOSPITAL,NH,WOLFEBORO,"$7,041 ",$157 ,$0 ,POINT (-71.207742 43.584272)
TOPCARE MEDICAL GROUP,TX,DENTON,$168 ,$631 ,$0 ,POINT (-97.13245 33.215533)
MERCY CLINIC OKLAHOMA,OK,MOORE,$357 ,$0 ,$0 ,POINT (-97.488365 35.338274)
WALTHALL GENERAL HOSPI,MS,TYLERTOWN,"$15,269 ","$14,194 ",$0 ,POINT (-90.141318 31.116638999999996)
VALLEY VIEW HEALTH CEN,WA,TOLEDO,$228 ,$0 ,$0 ,POINT (-122.84688400000002 46.444646)
PARTNERS IN REHAB MEDI,MO,KANSAS CITY,$0 ,"$1,216 ",$0 ,POINT (-94.578559 39.099792)
SPECIAL HEALTH RESOURC,TX,PARIS,"$3,084 ","$1,186 ",$0 ,POINT (-95.55632100000001 33.661426)
KAREN THORNTON,FL,MIAMI BEACH,"$4,284 ","$6,221 ",$0 ,POINT (-80.13485200000001 25.792236)
FAIROAKS MEDICAL LLC,IL,WEST CHICAGO,"$32,331 ","$4,513 ",$0 ,POINT (-88.204903 41.884657)
EAST COAST ON SITE MED,NC,GREENVILLE,"$2,568 ",$0 ,$0 ,POINT (-77.3741 35.611332)
CARDIOLOGY PHYSICIANS,CT,BRIDGEPORT,$0 ,"$1,098 ",$0 ,POINT (-73.189476 41.179195)
PROMEDICA CENTRAL PHYS,OH,PERRYSBURG,$19 ,"$1,010 ",$0 ,POINT (-83.627836 41.557114)
VHS SAN ANTONIO PARTNE,TX,SAN ANTONIO,"$45,630 ","$1,550,129 ",$0 ,POINT (-98.494599 29.425172999999997)
EMERGENCY MEDICINE ASS,NY,WOODSIDE,$0 ,$291 ,$0 ,POINT (-78.765297 42.521702)
SOUTH FLORIDA INFECTIO,FL,HOMESTEAD,$0 ,"$65,367 ",$0 ,POINT (-80.477347 25.469811)
MEDPOST URGENT CARE LA,AZ,LITCHFIELD PARK,"$35,384 ",$198 ,$0 ,POINT (-112.359484 33.493298)
COMMUNITY PHYSICIANS O,IN,INDIANAPOLIS,$0 ,"$2,514 ",$0 ,POINT (-86.156212 39.76845)
MEDICAL DIAGNOSTIC LAB,NJ,HAMILTON,"$2,103,712 ",$0 ,$0 ,POINT (-74.743202 40.223999000000006)
ST LUKES PHYSICIAN GRO,PA,PALMERTON,$222 ,$466 ,$0 ,POINT (-75.609635 40.805588)
MOTHER FRANCES HOSPITA,TX,FLINT,"$1,961 ","$1,871 ",$0 ,POINT (-95.348297 32.203899)
NEIGHBORHOOD OUTREACH,AZ,PHOENIX,"$1,161 ","$1,226 ",$0 ,POINT (-112.072585 33.448204)
LOUISVILLE KIDNEY CARE,KY,LOUISVILLE,$0 ,"$7,281 ",$0 ,POINT (-85.751569 38.256078)
PROMEDICA MONROE REGIO,MI,MONROE,"$59,805 ","$91,632 ",$0 ,POINT (-83.397536 41.916455)
NEWBERRY COUNTY EMS,SC,NEWBERRY,$0 ,"$1,770 ",$0 ,POINT (-81.610092 34.278686)
LEWIS GALE PHYSICIANS,VA,ROANOKE,$0 ,$228 ,$0 ,POINT (-79.940581 37.270496)
GUADALUPE EMERGENCY ME,TX,KINGSVILLE,"$1,289 ","$4,428 ",$0 ,POINT (-97.855992 27.506723)
ADVOCATE HEALTH AND HO,IL,CALUMET CITY,$24 ,$0 ,$0 ,POINT (-87.529904 41.615525)
BAPTIST MEMORIAL HOSPI,MS,COLUMBUS,"$835,983 ","$495,606 ",$0 ,POINT (-88.424393 33.495562)
BELLEVUE HOSPITAL CENT,NY,NEW YORK,$42 ,$0 ,$0 ,POINT (-74.007228 40.713054)
AURORA MEDICAL GROUP,WI,SALEM,$25 ,$0 ,$0 ,POINT (-88.11066400000001 42.554756000000005)
BIODIAGNOSTIC LABS INC,NY,BROOKLYN,"$72,072 ","$1,083 ",$0 ,POINT (-73.990996 40.692529)
TRILAB LLC,IL,SCHAUMBURG,"$18,984 ",$0 ,$0 ,POINT (-88.06969 42.026254)
PRACTICE ASSOCIATES ME,NJ,BAYONNE,$0 ,"$8,064 ",$0 ,POINT (-74.117183 40.669077)
RUBEN J ALMANZA MD PA,TX,CORPUS CHRISTI,"$4,304 ",$244 ,$0 ,POINT (-97.404131 27.796416)
WEISS LAKE HOSPITALIST,AL,CENTRE,$0 ,$240 ,$0 ,POINT (-85.66733 34.158781)
NORTHWEST ARKANSAS HOS,AR,JOHNSON,$302 ,$0 ,$0 ,POINT (-94.16555 36.134789)
EAGLE PHYSICIANS AND A,NC,GREENSBORO,$76 ,$51 ,$0 ,POINT (-79.793899 36.072701)
APEX RADIOLOGY INC,OH,WAUSEON,$0 ,$471 ,$0 ,POINT (-84.141521 41.54919)
PRINCETON HEALTHCARE A,NJ,EWING,$0 ,"$2,230 ",$0 ,POINT (-74.819239 40.2659)
TRUSTEES OF COLUMBIA U,NY,NEW YORK,$0 ,$104 ,$0 ,POINT (-74.007228 40.713054)
ADVOCATE HOME CARE PRO,IL,OAK BROOK,$0 ,$249 ,$0 ,POINT (-87.928669 41.832946)
RIVERSIDE ER LLC,TX,NEW BRAUNFELS,$0 ,$88 ,$0 ,POINT (-98.11972500000002 29.709884000000002)
STRONG HEALTHCARE SOLU,OH,TOLEDO,"$3,611 ",$52 ,$0 ,POINT (-83.535717 41.65529800000001)
OAKWOOD AMBULATORY LLC,MI,SAINT CLAIR SHORES,$27 ,$0 ,$0 ,POINT (-82.888565 42.496493)
RRHS UNIVERSITY MEDICA,MN,HIBBING,"$49,751 ","$4,912 ",$0 ,POINT (-92.936517 47.427508)
PULMONARY PHYSICIANS I,OH,CANTON,$0 ,"$13,319 ",$0 ,POINT (-81.37703600000002 40.797388)
CUSHING MEMORIAL HOSPI,KS,LEAVENWORTH,"$11,580 ",$290 ,$0 ,POINT (-94.918953 39.32746)
UMASS MEMORIAL MEDICAL,MA,MARLBOROUGH,"$1,467 ",$601 ,$0 ,POINT (-71.547181 42.346946)
CLEVELAND COUNTY HEALT,NC,SHELBY,"$3,619 ",$0 ,$0 ,POINT (-81.540219 35.29193)
BON SECOURS MERCY HEAL,VA,EMPORIA,"$2,880 ",$0 ,$0 ,POINT (-77.542769 36.686008)
ALLINA HEALTH SYSTEM,MN,SAINT PAUL,"$10,243 ","$1,500 ",$0 ,POINT (-93.094281 44.943719)
MONTGOMERY COUNTY HOSP,TX,CONROE,$0 ,"$41,067 ",$0 ,POINT (-95.458141 30.313044000000005)
MERCY EMERGENCY DEPART,MO,BALLWIN,$183 ,$0 ,$0 ,POINT (-90.544918 38.595104)
